target_ip,target_geo_country,Time Run,Processed?
13.227.254.94,SG,2023-03-02 02:35:04.769610,Not Processed due to DUPLICATE in past 7 days
13.227.254.99,SG,2023-03-02 02:35:04.774599,Not Processed due to DUPLICATE in past 7 days
23.200.24.43,SG,2023-03-02 02:35:04.779584,Not Processed due to DUPLICATE in past 7 days
17.248.164.108,SG,2023-03-02 02:35:04.784538,Not Processed due to DUPLICATE in past 7 days
13.33.100.61,SG,2023-03-02 02:35:04.789556,Not Processed due to DUPLICATE in past 7 days
52.76.228.161,SG,2023-03-02 02:35:04.794542,Not Processed due to DUPLICATE in past 7 days
173.194.22.169,SG,2023-03-02 02:35:04.799527,Not Processed due to DUPLICATE in past 7 days
18.142.201.37,SG,2023-03-02 02:35:04.804516,Not Processed due to DUPLICATE in past 7 days
192.166.246.143,SG,2023-03-02 02:35:04.810502,Not Processed due to DUPLICATE in past 7 days
203.116.175.163,SG,2023-03-02 02:35:04.815454,Not Processed due to DUPLICATE in past 7 days
13.228.90.32,SG,2023-03-02 02:35:04.820476,Not Processed due to DUPLICATE in past 7 days
52.76.40.178,SG,2023-03-02 02:35:04.824431,Not Processed due to DUPLICATE in past 7 days
121.7.89.176,SG,2023-03-02 02:35:04.829418,Not Processed due to DUPLICATE in past 7 days
31.13.68.1,SG,2023-03-02 02:35:04.833407,Not Processed due to DUPLICATE in past 7 days
13.33.88.116,SG,2023-03-02 02:35:04.838477,Not Processed due to DUPLICATE in past 7 days
3.1.152.102,SG,2023-03-02 02:35:04.843412,Not Processed due to DUPLICATE in past 7 days
23.49.60.129,SG,2023-03-02 02:35:04.848398,Not Processed due to DUPLICATE in past 7 days
96.16.116.196,SG,2023-03-02 02:35:04.853387,Not Processed due to DUPLICATE in past 7 days
101.32.104.177,SG,2023-03-02 02:35:04.858372,Not Processed due to DUPLICATE in past 7 days
17.248.154.11,SG,2023-03-02 02:35:04.863361,Not Processed due to DUPLICATE in past 7 days
54.192.150.89,SG,2023-03-02 02:35:04.868345,Not Processed due to DUPLICATE in past 7 days
23.52.113.101,SG,2023-03-02 02:35:04.873299,Not Processed due to DUPLICATE in past 7 days
74.125.68.155,SG,2023-03-02 02:35:04.879283,Not Processed due to DUPLICATE in past 7 days
52.76.243.108,SG,2023-03-02 02:35:04.885269,Not Processed due to DUPLICATE in past 7 days
157.240.13.55,SG,2023-03-02 02:35:04.889289,Not Processed due to DUPLICATE in past 7 days
23.210.250.80,SG,2023-03-02 02:35:04.894275,Not Processed due to DUPLICATE in past 7 days
43.132.80.22,SG,2023-03-02 02:35:04.898265,Not Processed due to DUPLICATE in past 7 days
13.33.28.118,SG,2023-03-02 02:35:04.903250,Not Processed due to DUPLICATE in past 7 days
121.6.48.26,SG,2023-03-02 02:35:04.908238,Not Processed due to DUPLICATE in past 7 days
23.195.152.208,SG,2023-03-02 02:35:04.912227,Not Processed due to DUPLICATE in past 7 days
184.27.122.40,SG,2023-03-02 02:35:04.917214,Not Processed due to DUPLICATE in past 7 days
52.98.71.50,SG,2023-03-02 02:35:04.922201,Not Processed due to DUPLICATE in past 7 days
23.15.110.65,SG,2023-03-02 02:35:04.926190,Not Processed due to DUPLICATE in past 7 days
23.49.60.202,SG,2023-03-02 02:35:04.931178,Not Processed due to DUPLICATE in past 7 days
51.79.164.247,SG,2023-03-02 02:35:04.935169,Not Processed due to DUPLICATE in past 7 days
188.42.147.32,SG,2023-03-02 02:35:04.941152,Not Processed due to DUPLICATE in past 7 days
3.1.123.42,SG,2023-03-02 02:35:04.948147,Not Processed due to DUPLICATE in past 7 days
23.59.80.33,SG,2023-03-02 02:35:04.956080,Not Processed due to DUPLICATE in past 7 days
51.79.222.34,SG,2023-03-02 02:35:04.962062,Not Processed due to DUPLICATE in past 7 days
23.215.7.84,SG,2023-03-02 02:35:04.968079,Not Processed due to DUPLICATE in past 7 days
23.210.250.107,SG,2023-03-02 02:35:04.974032,Not Processed due to DUPLICATE in past 7 days
175.41.187.144,SG,2023-03-02 02:35:04.981047,Not Processed due to DUPLICATE in past 7 days
54.179.75.107,SG,2023-03-02 02:35:04.987028,Not Processed due to DUPLICATE in past 7 days
54.169.104.250,SG,2023-03-02 02:35:04.991016,Not Processed due to DUPLICATE in past 7 days
116.87.186.130,SG,2023-03-02 02:35:04.998964,Not Processed due to DUPLICATE in past 7 days
157.240.7.53,SG,2023-03-02 02:35:05.004947,Not Processed due to DUPLICATE in past 7 days
13.33.100.94,SG,2023-03-02 02:35:05.009967,Not Processed due to DUPLICATE in past 7 days
23.75.23.57,SG,2023-03-02 02:35:05.014921,Not Processed due to DUPLICATE in past 7 days
52.114.15.181,SG,2023-03-02 02:35:05.019937,Not Processed due to DUPLICATE in past 7 days
74.125.171.73,SG,2023-03-02 02:35:05.024926,Not Processed due to DUPLICATE in past 7 days
203.116.175.171,SG,2023-03-02 02:35:05.028916,Not Processed due to DUPLICATE in past 7 days
54.192.150.44,SG,2023-03-02 02:35:05.033902,Not Processed due to DUPLICATE in past 7 days
18.136.86.75,SG,2023-03-02 02:35:05.038891,Not Processed due to DUPLICATE in past 7 days
52.84.251.9,SG,2023-03-02 02:35:05.042879,Not Processed due to DUPLICATE in past 7 days
203.116.175.32,SG,2023-03-02 02:35:05.048863,Not Processed due to DUPLICATE in past 7 days
104.69.163.61,SG,2023-03-02 02:35:05.052821,Not Processed due to DUPLICATE in past 7 days
180.87.173.16,SG,2023-03-02 02:35:05.057839,Not Processed due to DUPLICATE in past 7 days
17.248.154.17,SG,2023-03-02 02:35:05.062827,Not Processed due to DUPLICATE in past 7 days
54.192.150.12,SG,2023-03-02 02:35:05.066815,Not Processed due to DUPLICATE in past 7 days
13.33.88.87,SG,2023-03-02 02:35:05.071803,Not Processed due to DUPLICATE in past 7 days
51.79.165.204,SG,2023-03-02 02:35:05.075790,Not Processed due to DUPLICATE in past 7 days
104.69.163.60,SG,2023-03-02 02:35:05.080777,Not Processed due to DUPLICATE in past 7 days
104.69.32.93,SG,2023-03-02 02:35:05.085763,Not Processed due to DUPLICATE in past 7 days
17.248.164.45,SG,2023-03-02 02:35:05.090718,Not Processed due to DUPLICATE in past 7 days
52.77.133.180,SG,2023-03-02 02:35:05.095737,Not Processed due to DUPLICATE in past 7 days
23.220.203.115,SG,2023-03-02 02:35:05.100725,Not Processed due to DUPLICATE in past 7 days
89.187.163.193,SG,2023-03-02 02:35:05.105711,Not Processed due to DUPLICATE in past 7 days
52.220.33.166,SG,2023-03-02 02:35:05.110697,Not Processed due to DUPLICATE in past 7 days
54.251.192.147,SG,2023-03-02 02:35:05.115683,Not Processed due to DUPLICATE in past 7 days
23.54.56.156,SG,2023-03-02 02:35:05.119673,Not Processed due to DUPLICATE in past 7 days
3.1.149.134,SG,2023-03-02 02:35:05.125626,Not Processed due to DUPLICATE in past 7 days
104.83.197.140,SG,2023-03-02 02:35:05.132606,Not Processed due to DUPLICATE in past 7 days
23.73.13.201,SG,2023-03-02 02:35:05.146121,Not Processed due to DUPLICATE in past 7 days
167.71.195.165,SG,2023-03-02 02:35:05.154547,Not Processed due to DUPLICATE in past 7 days
23.59.80.224,SG,2023-03-02 02:35:05.162526,Not Processed due to DUPLICATE in past 7 days
52.74.88.135,SG,2023-03-02 02:35:05.168510,Not Processed due to DUPLICATE in past 7 days
129.227.82.185,SG,2023-03-02 02:35:05.174495,Not Processed due to DUPLICATE in past 7 days
89.187.162.21,SG,2023-03-02 02:35:05.179482,Not Processed due to DUPLICATE in past 7 days
51.79.130.26,SG,2023-03-02 02:35:05.184505,Not Processed due to DUPLICATE in past 7 days
17.248.154.3,SG,2023-03-02 02:35:05.190486,Not Processed due to DUPLICATE in past 7 days
43.132.80.244,SG,2023-03-02 02:35:05.195471,Not Processed due to DUPLICATE in past 7 days
17.248.164.12,SG,2023-03-02 02:35:05.200457,Not Processed due to DUPLICATE in past 7 days
54.192.150.36,SG,2023-03-02 02:35:05.206409,Not Processed due to DUPLICATE in past 7 days
165.21.111.145,SG,2023-03-02 02:35:05.211420,Not Processed due to DUPLICATE in past 7 days
20.190.163.29,SG,2023-03-02 02:35:05.215417,Not Processed due to DUPLICATE in past 7 days
23.5.165.18,SG,2023-03-02 02:35:05.220404,Not Processed due to DUPLICATE in past 7 days
