added_timestamp,total_votes,to_skip,whois_info,has_html,_id,x_days_ago,domain_test_col1,is_priority,last_analysis_date,last_analysis_stats,archived_page_info,has_javascript,reputation,source,domain_test_col2,duration_log,cert_info,vt_file_location,has_screenshot,domain,dns_info,log_file,failure_count,processed_timestamp
2023-06-20 10:23:19.908000,"{'harmless': 0, 'malicious': 0}",,"{'registrar': 'Gname.com Pte. Ltd.', 'name': 'Redacted for privacy', 'org': 'Redacted for privacy', 'creation_date': datetime.datetime(2017, 8, 22, 18, 44, 35), 'updated_date': [datetime.datetime(2023, 3, 9, 7, 59, 53), datetime.datetime(2023, 3, 9, 7, 59, 54)], 'whois_file_location': 'resources/whois/azttcall.com_20230620_111608.703.txt'}",0,64917e17fb65bdd51d9a6ec8,7,1,0,,"{'harmless': 0, 'malicious': 0, 'suspicious': 0, 'undetected': 87, 'timeout': 0}","{'newest.archive_url': 'https://web.archive.org/web/20211126202101/http://azttcall.com/', 'newest.timestamp': '26-11-2021T20:21:01', 'archived_paged_file_location': 'resources/archived_page/azttcall.com_20230620_111612.117.json'}",0,0,resources/upload_folder/domain_test1_20230620_102319.908.csv,2,"{'vt_call': 1.37213780003367, 'screenshot': 14.913676400028635, 'grab_html_js': 0.10270970000419766, 'get_whois_info': 0.8992795000085607, 'get_dns_info': 0.030447900004219264, 'get_cert_info': 2.4566869999980554, 'get_archived_page_info': 0.7482259999960661}","{'common_name': 'azttcall.com', 'name_value': 'azttcall.com', 'issuer_name': ""C=US, O=Let's Encrypt, CN=R3"", 'not_before': '2023-03-08T05:08:50', 'latest_cert': '2023-03-08T00:42:44', 'length_cert_json': 6, 'cert_file_location': 'resources/cert/azttcall.com_20230620_111609.655.json', 'len(SubjectCN_set)': 1, 'SubjectCN_set': ['azttcall.com'], 'len(Issuer_set)': 1, 'Issuer_set': [""C=US, O=Let's Encrypt, CN=R3""], 'len(AltName_set)': 1, 'AltName_count_min': 1, 'AltName_count_max': 1}",resources/downloaded_vtresponse/20062023/azttcall.com.json,0,azttcall.com,"{'gethostbyname_ex': None, 'dns_resolver_query': None}",resources/logs/logfile_20230620_111552.185.txt,0,2023-06-20 11:16:12.857000
2023-06-20 14:15:38.078000,,,,,6491b48a37d12e244beb0443,7,1,0,,,,,,resources/upload_folder/domain_test1_20230620_141538.078.csv,2,,,,,azttcall.com,,,0,
2023-06-21 06:53:06.930000,,,,,64929e52c211a94582c36b1c,7,1,0,,,,,,resources/upload_folder/domain_test3_20230621_065306.930.csv,2,,,,,imbbk3238g.xyz,,,0,
2023-06-21 07:48:57.963000,,,,,6492ab69c211a94582c36b1d,7,1,0,,,,,,resources/upload_folder/domain_test3_20230621_074857.963.csv,2,,,,,imbbk3238g.xyz,,,0,
