,_id,ip_address,x_days_ago,to_skip,whois_date,last_analysis_date,reputation,as_owner,country,asn,vt_file_location,added_timestamp,processed_timestamp,failure_count,is_priority,source,has_screenshot,has_html,has_javascript,files_log,log_file,last_analysis_stats.harmless,last_analysis_stats.malicious,last_analysis_stats.suspicious,last_analysis_stats.undetected,last_analysis_stats.timeout,total_votes.harmless,total_votes.malicious,duration_log.vt_call,duration_log.screenshot,duration_log.grab_html_js
25,646dd7a1414dc860f57f6bc6,74.125.24.94,7,,14-05-2023T00:04:36,24-05-2023T14:49:04,0,GOOGLE,US,15169,resources/downloaded_vtresponse/24052023/74.125.24.94.json,24-05-2023T09:23:45,24-05-2023T21:01:46,0,0,resources/upload_folder/single_c2_ip_20230524_092345.573.csv,1,1,0,"[{'type': 'http_screenshot', 'stderr': ""Screenshot of 'http://74.125.24.94' written to 'resources/shot-scraper/74.125.24.94_http_20230524_210139.983.png'\n"", 'stdout': '', 'ss_file_location': 'resources/shot-scraper/74.125.24.94_http_20230524_210139.983.png'}, {'type': 'https_screenshot', 'stderr': 'Traceback (most recent call last):\n  File ""C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\\lib\\runpy.py"", line 196, in _run_module_as_main\n    return _run_code(code, main_globals, None,\n  File ""C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\\lib\\runpy.py"", line 86, in _run_code\n    exec(code, run_globals)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\Scripts\\shot-scraper.exe\\__main__.py"", line 7, in <module>\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1130, in __call__\n    return self.main(*args, **kwargs)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1055, in main\n    rv = self.invoke(ctx)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1657, in invoke\n    return _process_result(sub_ctx.command.invoke(sub_ctx))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1404, in invoke\n    return ctx.invoke(self.callback, **ctx.params)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 760, in invoke\n    return __callback(*args, **kwargs)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\shot_scraper\\cli.py"", line 293, in shot\n    shot = take_shot(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\shot_scraper\\cli.py"", line 964, in take_shot\n    response = page.goto(url)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\sync_api\\_generated.py"", line 9210, in goto\n    self._sync(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_sync_base.py"", line 104, in _sync\n    return task.result()\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_page.py"", line 494, in goto\n    return await self._main_frame.goto(**locals_to_params(locals()))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_frame.py"", line 147, in goto\n    await self._channel.send(""goto"", locals_to_params(locals()))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 44, in send\n    return await self._connection.wrap_api_call(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 419, in wrap_api_call\n    return await cb()\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 79, in inner_send\n    result = next(iter(done)).result()\nplaywright._impl._api_types.Error: net::ERR_CERT_AUTHORITY_INVALID at https://74.125.24.94/\n=========================== logs ===========================\nnavigating to ""https://74.125.24.94/"", waiting until ""load""\n============================================================\n', 'stdout': '', 'ss_file_location': None}, {'type': 'http', 'stderr': '  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n100   219  100   219    0     0  10384      0 --:--:-- --:--:-- --:--:-- 10428\n', 'stdout': '', 'html_file_location': 'resources/html/74.125.24.94_http_20230524_210146.595.html', 'js_file_location': None}, {'type': 'https', 'stderr': '  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\ncurl: (60) schannel: SEC_E_UNTRUSTED_ROOT (0x80090325) - The certificate chain was issued by an authority that is not trusted.\nMore details here: https://curl.se/docs/sslcerts.html\n\ncurl failed to verify the legitimacy of the server and therefore could not\nestablish a secure connection to it. To learn more about this situation and\nhow to fix it, please visit the web page mentioned above.\n', 'stdout': '', 'html_file_location': None, 'js_file_location': None}]",resources/logs/logfile_20230524_092804.747.txt,68,1,0,18,0,0,0,1.080683,6.5912904,0.198331
44,646dd7a1414dc860f57f6bd9,172.217.194.94,7,,22-05-2023T23:57:15,22-05-2023T23:52:09,1,GOOGLE,US,15169,resources/downloaded_vtresponse/24052023/172.217.194.94.json,24-05-2023T09:23:45,24-05-2023T14:25:51,0,0,resources/upload_folder/single_c2_ip_20230524_092345.573.csv,1,1,0,"[{'type': 'http_screenshot', 'stderr': ""Screenshot of 'http://172.217.194.94' written to 'resources/shot-scraper/172.217.194.94_http_20230524_142543.953.png'\n"", 'stdout': '', 'ss_file_location': 'resources/shot-scraper/172.217.194.94_http_20230524_142543.953.png'}, {'type': 'https_screenshot', 'stderr': 'Traceback (most recent call last):\n  File ""C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\\lib\\runpy.py"", line 196, in _run_module_as_main\n    return _run_code(code, main_globals, None,\n  File ""C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\\lib\\runpy.py"", line 86, in _run_code\n    exec(code, run_globals)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\Scripts\\shot-scraper.exe\\__main__.py"", line 7, in <module>\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1130, in __call__\n    return self.main(*args, **kwargs)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1055, in main\n    rv = self.invoke(ctx)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1657, in invoke\n    return _process_result(sub_ctx.command.invoke(sub_ctx))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1404, in invoke\n    return ctx.invoke(self.callback, **ctx.params)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 760, in invoke\n    return __callback(*args, **kwargs)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\shot_scraper\\cli.py"", line 293, in shot\n    shot = take_shot(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\shot_scraper\\cli.py"", line 964, in take_shot\n    response = page.goto(url)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\sync_api\\_generated.py"", line 9210, in goto\n    self._sync(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_sync_base.py"", line 104, in _sync\n    return task.result()\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_page.py"", line 494, in goto\n    return await self._main_frame.goto(**locals_to_params(locals()))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_frame.py"", line 147, in goto\n    await self._channel.send(""goto"", locals_to_params(locals()))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 44, in send\n    return await self._connection.wrap_api_call(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 419, in wrap_api_call\n    return await cb()\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 79, in inner_send\n    result = next(iter(done)).result()\nplaywright._impl._api_types.Error: net::ERR_CERT_AUTHORITY_INVALID at https://172.217.194.94/\n=========================== logs ===========================\nnavigating to ""https://172.217.194.94/"", waiting until ""load""\n============================================================\n', 'stdout': '', 'ss_file_location': None}, {'type': 'http', 'stderr': '  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n100   219  100   219    0     0   3561      0 --:--:-- --:--:-- --:--:--  3590\n', 'stdout': '', 'html_file_location': 'resources/html/172.217.194.94_http_20230524_142550.740.html', 'js_file_location': None}, {'type': 'https', 'stderr': '  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\ncurl: (60) schannel: SEC_E_UNTRUSTED_ROOT (0x80090325) - The certificate chain was issued by an authority that is not trusted.\nMore details here: https://curl.se/docs/sslcerts.html\n\ncurl failed to verify the legitimacy of the server and therefore could not\nestablish a secure connection to it. To learn more about this situation and\nhow to fix it, please visit the web page mentioned above.\n', 'stdout': '', 'html_file_location': None, 'js_file_location': None}]",resources/logs/logfile_20230524_092804.747.txt,68,1,0,18,0,1,0,0.9677265,6.766399,0.3381966
45,646dd7a1414dc860f57f6bda,41.138.89.213,7,,10-01-2023T19:57:00,12-01-2023T09:22:53,0,ETISALAT BENIN,BJ,37136,resources/downloaded_vtresponse/24052023/41.138.89.213.json,24-05-2023T09:23:45,24-05-2023T19:32:22,0,0,resources/upload_folder/single_c2_ip_20230524_092345.573.csv,0,0,0,"[{'type': 'http_screenshot', 'stderr': 'Error: Timeout 30000ms exceeded.\n=========================== logs ===========================\nnavigating to ""http://41.138.89.213/"", waiting until ""load""\n============================================================\n', 'stdout': '', 'ss_file_location': None}, {'type': 'https_screenshot', 'stderr': 'Error: Timeout 30000ms exceeded.\n=========================== logs ===========================\nnavigating to ""https://41.138.89.213/"", waiting until ""load""\n============================================================\n', 'stdout': '', 'ss_file_location': None}, {'type': 'http', 'stderr': '  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:01 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:02 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:03 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:04 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:05 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:06 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:07 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:08 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:09 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:10 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:11 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:12 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:13 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:14 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:15 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:16 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:17 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:18 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:19 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:20 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:21 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:22 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:23 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:24 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:25 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:26 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:27 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:28 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:29 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:30 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:31 --:--:--     0\ncurl: (56) Recv failure: Connection was reset\n', 'stdout': '', 'html_file_location': None, 'js_file_location': None}, {'type': 'https', 'stderr': '  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:01 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:02 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:03 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:04 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:05 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:06 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:07 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:08 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:09 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:10 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:11 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:12 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:13 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:14 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:15 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:16 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:17 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:18 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:19 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:20 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:21 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:22 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:23 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:24 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:25 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:26 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:27 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:28 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:29 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:30 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:31 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:31 --:--:--     0\ncurl: (35) Recv failure: Connection was reset\n', 'stdout': '', 'html_file_location': None, 'js_file_location': None}]",resources/logs/logfile_20230524_092804.747.txt,63,2,0,22,0,0,0,0.9291779,62.8700722,63.1227739
165,646dd7a1414dc860f57f6c52,103.178.232.12,7,,09-05-2023T14:05:47,24-05-2023T15:31:07,0,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,VN,135918,resources/downloaded_vtresponse/24052023/103.178.232.12.json,24-05-2023T09:23:45,24-05-2023T18:24:14,0,0,resources/upload_folder/single_c2_ip_20230524_092345.573.csv,1,1,0,"[{'type': 'http_screenshot', 'stderr': ""Screenshot of 'http://103.178.232.12' written to 'resources/shot-scraper/103.178.232.12_http_20230524_182403.860.png'\n"", 'stdout': '', 'ss_file_location': 'resources/shot-scraper/103.178.232.12_http_20230524_182403.860.png'}, {'type': 'https_screenshot', 'stderr': 'Traceback (most recent call last):\n  File ""C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\\lib\\runpy.py"", line 196, in _run_module_as_main\n    return _run_code(code, main_globals, None,\n  File ""C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\\lib\\runpy.py"", line 86, in _run_code\n    exec(code, run_globals)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\Scripts\\shot-scraper.exe\\__main__.py"", line 7, in <module>\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1130, in __call__\n    return self.main(*args, **kwargs)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1055, in main\n    rv = self.invoke(ctx)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1657, in invoke\n    return _process_result(sub_ctx.command.invoke(sub_ctx))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 1404, in invoke\n    return ctx.invoke(self.callback, **ctx.params)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\click\\core.py"", line 760, in invoke\n    return __callback(*args, **kwargs)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\shot_scraper\\cli.py"", line 293, in shot\n    shot = take_shot(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\shot_scraper\\cli.py"", line 964, in take_shot\n    response = page.goto(url)\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\sync_api\\_generated.py"", line 9210, in goto\n    self._sync(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_sync_base.py"", line 104, in _sync\n    return task.result()\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_page.py"", line 494, in goto\n    return await self._main_frame.goto(**locals_to_params(locals()))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_frame.py"", line 147, in goto\n    await self._channel.send(""goto"", locals_to_params(locals()))\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 44, in send\n    return await self._connection.wrap_api_call(\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 419, in wrap_api_call\n    return await cb()\n  File ""C:\\Users\\Jun Rong\\AppData\\Local\\Packages\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\LocalCache\\local-packages\\Python310\\site-packages\\playwright\\_impl\\_connection.py"", line 79, in inner_send\n    result = next(iter(done)).result()\nplaywright._impl._api_types.Error: net::ERR_CONNECTION_REFUSED at https://103.178.232.12/\n=========================== logs ===========================\nnavigating to ""https://103.178.232.12/"", waiting until ""load""\n============================================================\n', 'stdout': '', 'ss_file_location': None}, {'type': 'http', 'stderr': '  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n100     8  100     8    0     0    103      0 --:--:-- --:--:-- --:--:--   103\n', 'stdout': '', 'html_file_location': 'resources/html/103.178.232.12_http_20230524_182412.147.html', 'js_file_location': None}, {'type': 'https', 'stderr': ""  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:01 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:02 --:--:--     0\n  0     0    0     0    0     0      0      0 --:--:--  0:00:02 --:--:--     0\ncurl: (7) Failed to connect to 103.178.232.12 port 443 after 2243 ms: Couldn't connect to server\n"", 'stdout': '', 'html_file_location': None, 'js_file_location': None}]",resources/logs/logfile_20230524_092804.747.txt,53,13,0,21,0,0,0,0.9379416,8.2679018,2.4521385
