_id,added_timestamp,archived_page_info.archived_paged_file_location,archived_page_info.newest,as_owner,asn,cert_info,country,dns_info.alias,dns_info.gethostbyname_ex_filepath,dns_info.nameserver_list,dns_info.nameservers_filepath,dns_info.other_ip_address,domain,domain_test_col1,domain_test_col2,duration_log.get_archived_page_info,duration_log.get_cert_info,duration_log.get_dns_info,duration_log.get_whois_info,duration_log.grab_html_js,duration_log.screenshot,duration_log.vt_call,failure_count,has_html,has_javascript,has_screenshot,ip_address,is_priority,last_analysis_date,last_analysis_stats.harmless,last_analysis_stats.malicious,last_analysis_stats.suspicious,last_analysis_stats.timeout,last_analysis_stats.undetected,log_file,processed_timestamp,reputation,source,to_skip,total_votes.harmless,total_votes.malicious,whois_date,whois_info.creation_date,whois_info.name,whois_info.org,whois_info.registrar,whois_info.updated_date,whois_info.whois_file_location,x_days_ago
6459d413f01fa6bf1bf65b21,2023-05-09T13:03:15.305Z,resources/archived_page/www.cloudfare.com_20230509_130348.262.txt,,,,null,,"[""www.cloudfare.com""]",resources/dns/www.cloudfare.com_gethostbyname_ex_20230509_130346.812.txt,"[""ns3.cloudflare.com."",""ns7.cloudflare.com."",""ns6.cloudflare.com."",""ns4.cloudflare.com."",""ns5.cloudflare.com.""]",resources/dns/www.cloudfare.com_nameservers_20230509_130346.812.txt,"[""104.16.133.229"",""104.16.132.229""]",www.cloudfare.com,1,2,0.9198567999999909,1.3866976999999991,0.04930500000000393,0.8491224999999929,4.9175489,14.3041944,1.101540799999995,0,1,1,1,,0,1683391629,64,0,0,0,23,resources/logs/logfile_20230509_130325.551.txt,2023-05-09T13:03:25.593Z,0,resources/upload_folder/domain_test3_20230509_130315.305.csv,,0,0,,2009-08-06T17:08:34.000Z,DATA REDACTED,DATA REDACTED,"Cloudflare, Inc.","[{""$date"":""2023-03-19T11:04:43Z""},{""$date"":""2023-03-27T10:46:34Z""}]",resources/whois/www.cloudfare.com_20230509_130345.959.txt,7
6459d41bf01fa6bf1bf65b22,2023-05-09T13:03:23.263Z,,,CLOUDFLARENET,13335,,,,,,,,,,,,,,,42.13763800000001,45.70315139999998,1.4733641999999918,0,0,0,0,1.1.1.1,0,1683604925,66,3,1,0,17,resources/logs/logfile_20230509_130325.551.txt,2023-05-09T13:03:49.262Z,90,resources/upload_folder/ip_test3_20230509_130323.263.csv,,74,12,1681543278,,,,,,,7
